"기준년월일","요일","시간대","발신지_시도","발신지_시군구","발신지_읍면동","통화건수"
"20190901","일","21","부산광역시","금정구","부곡동","5"
"20190901","일","21","부산광역시","금정구","구서동","7"
"20190901","일","21","부산광역시","기장군","장안읍","5"
"20190901","일","21","부산광역시","기장군","기장읍","15"
"20190901","일","21","부산광역시","기장군","정관면","27"
"20190901","일","21","부산광역시","기장군","일광면","5"
"20190901","일","21","부산광역시","남구","대연동","17"
"20190901","일","21","부산광역시","동구","초량동","5"
"20190901","일","21","부산광역시","동구","수정동","5"
"20190901","일","21","부산광역시","동래구","온천동","9"
"20190901","일","21","부산광역시","동래구","안락동","16"
"20190901","일","21","부산광역시","부산진구","부암동","15"
"20190901","일","21","부산광역시","북구","덕천동","14"
"20190901","일","21","부산광역시","사상구","학장동","15"
"20190901","일","21","부산광역시","사하구","다대동","5"
"20190901","일","21","부산광역시","사하구","신평동","14"
"20190901","일","21","부산광역시","서구","부민동1가","5"
"20190901","일","21","부산광역시","수영구","민락동","5"
"20190901","일","21","부산광역시","수영구","광안동","5"
"20190901","일","21","부산광역시","연제구","연산동","5"
"20190901","일","21","부산광역시","영도구","남항동2가","5"
"20190901","일","21","부산광역시","해운대구","좌동","11"
"20190901","일","21","부산광역시","해운대구","반송동","5"
"20190901","일","21","부산광역시","해운대구","송정동","5"
"20190901","일","21","부산광역시","해운대구","우동","16"
"20190901","일","21","부산광역시","해운대구","반여동","5"
"20190901","일","22","부산광역시","강서구","신호동","5"
"20190901","일","22","부산광역시","강서구","대저2동","5"
"20190901","일","22","부산광역시","금정구","구서동","7"
"20190901","일","22","부산광역시","금정구","장전동","5"
"20190901","일","22","부산광역시","기장군","기장읍","15"
"20190901","일","22","부산광역시","기장군","장안읍","5"
"20190901","일","22","부산광역시","기장군","정관면","21"
"20190901","일","22","부산광역시","남구","대연동","10"
"20190901","일","22","부산광역시","동구","수정동","5"
"20190901","일","22","부산광역시","동래구","안락동","11"
"20190901","일","22","부산광역시","동래구","온천동","5"
"20190901","일","22","부산광역시","부산진구","부암동","14"
"20190901","일","22","부산광역시","북구","구포동","5"
"20190901","일","22","부산광역시","북구","덕천동","12"
"20190901","일","22","부산광역시","사상구","학장동","5"
"20190901","일","22","부산광역시","사상구","괘법동","5"
"20190901","일","22","부산광역시","사하구","괴정동","5"
"20190901","일","22","부산광역시","사하구","신평동","8"
"20190901","일","22","부산광역시","서구","부민동1가","6"
"20190901","일","22","부산광역시","수영구","광안동","5"
"20190901","일","22","부산광역시","연제구","연산동","6"
"20190901","일","22","부산광역시","영도구","남항동2가","5"
"20190901","일","22","부산광역시","해운대구","우동","7"
"20190901","일","22","부산광역시","해운대구","좌동","5"
"20190901","일","22","부산광역시","해운대구","반송동","5"
"20190901","일","23","부산광역시","강서구","신호동","5"
"20190901","일","23","부산광역시","금정구","구서동","5"
"20190901","일","23","부산광역시","기장군","기장읍","10"
"20190901","일","23","부산광역시","기장군","일광면","5"
"20190901","일","23","부산광역시","기장군","장안읍","5"
"20190901","일","23","부산광역시","기장군","정관면","13"
"20190901","일","23","부산광역시","남구","대연동","6"
"20190901","일","23","부산광역시","동구","수정동","5"
"20190901","일","23","부산광역시","동래구","명륜동","5"
"20190901","일","23","부산광역시","동래구","온천동","5"
"20190901","일","23","부산광역시","동래구","안락동","7"
"20190901","일","23","부산광역시","동래구","사직동","5"
"20190901","일","23","부산광역시","부산진구","부암동","9"
"20190901","일","23","부산광역시","북구","덕천동","7"
"20190901","일","23","부산광역시","사상구","학장동","5"
"20190901","일","23","부산광역시","사하구","신평동","5"
"20190901","일","23","부산광역시","서구","부민동1가","5"
"20190901","일","23","부산광역시","수영구","광안동","5"
"20190901","일","23","부산광역시","연제구","연산동","6"
"20190901","일","23","부산광역시","영도구","남항동2가","5"
"20190901","일","23","부산광역시","해운대구","우동","6"
"20190901","일","23","부산광역시","해운대구","좌동","5"
"20190901","일","23","부산광역시","해운대구","송정동","5"
"20190902","월","00","부산광역시","금정구","구서동","5"
"20190902","월","00","부산광역시","기장군","기장읍","5"
"20190902","월","00","부산광역시","기장군","정관면","9"
"20190902","월","00","부산광역시","기장군","장안읍","5"
"20190902","월","00","부산광역시","남구","대연동","5"
"20190902","월","00","부산광역시","동구","수정동","5"
"20190902","월","00","부산광역시","동래구","온천동","5"
"20190902","월","00","부산광역시","동래구","안락동","5"
"20190902","월","00","부산광역시","부산진구","부암동","10"
"20190902","월","00","부산광역시","북구","덕천동","5"
"20190902","월","00","부산광역시","사상구","학장동","5"
"20190902","월","00","부산광역시","사상구","덕포동","5"
"20190902","월","00","부산광역시","사하구","신평동","5"
"20190902","월","00","부산광역시","서구","부민동1가","5"
"20190902","월","00","부산광역시","수영구","광안동","5"
"20190902","월","00","부산광역시","연제구","연산동","5"
"20190902","월","00","부산광역시","영도구","남항동2가","5"
"20190902","월","00","부산광역시","해운대구","중동","5"
"20190902","월","00","부산광역시","해운대구","우동","5"
"20190902","월","00","부산광역시","해운대구","좌동","5"
"20190902","월","00","부산광역시","해운대구","반송동","5"
"20190902","월","01","부산광역시","금정구","구서동","6"
"20190902","월","01","부산광역시","기장군","기장읍","5"
"20190902","월","01","부산광역시","기장군","정관면","5"
"20190902","월","01","부산광역시","남구","대연동","5"
"20190902","월","01","부산광역시","동구","수정동","5"
"20190902","월","01","부산광역시","부산진구","부암동","10"
"20190902","월","01","부산광역시","북구","덕천동","9"
"20190902","월","01","부산광역시","사상구","학장동","5"
"20190902","월","01","부산광역시","사상구","괘법동","5"
"20190902","월","01","부산광역시","사하구","신평동","5"
"20190902","월","01","부산광역시","사하구","괴정동","5"
"20190902","월","01","부산광역시","서구","부민동1가","5"
"20190902","월","01","부산광역시","수영구","광안동","5"
"20190902","월","01","부산광역시","연제구","연산동","5"
"20190902","월","01","부산광역시","해운대구","좌동","5"
"20190902","월","01","부산광역시","해운대구","우동","5"
"20190902","월","01","부산광역시","해운대구","중동","5"
"20190902","월","02","부산광역시","기장군","기장읍","5"
"20190902","월","02","부산광역시","기장군","정관면","6"
"20190902","월","02","부산광역시","남구","대연동","5"
"20190902","월","02","부산광역시","동래구","온천동","5"
"20190902","월","02","부산광역시","동래구","안락동","7"
"20190902","월","02","부산광역시","부산진구","부암동","12"
"20190902","월","02","부산광역시","북구","덕천동","5"
"20190902","월","02","부산광역시","사상구","괘법동","5"
"20190902","월","02","부산광역시","사상구","엄궁동","5"
"20190902","월","02","부산광역시","사상구","학장동","5"
"20190902","월","02","부산광역시","사하구","신평동","7"
"20190902","월","02","부산광역시","서구","부민동1가","5"
"20190902","월","02","부산광역시","연제구","연산동","5"
"20190902","월","02","부산광역시","해운대구","우동","5"
"20190902","월","02","부산광역시","해운대구","좌동","5"
"20190902","월","03","부산광역시","금정구","구서동","5"
"20190902","월","03","부산광역시","기장군","정관면","5"
